Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,Delta 2 R/B,2009-055B,35947,2010-03-10T21:18:00Z,2010-03-10T22:38:00Z,1.0,USA,R/B,,,,,,
N/A,STRELA R/B,2003-055B,28099,2010-03-09T21:45:00Z,2010-03-10T09:26:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2010-007E,36404,2010-03-02T16:10:00Z,2010-03-03T00:57:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-12 Debris,2010-007F,36405,2010-03-02T05:59:00Z,2010-03-02T09:27:00Z,1.0,Russia,Debris,,,,,,
N/A,PSSC,2008-059B,33445,2010-02-17T13:14:00Z,2010-02-17T17:31:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2010-003B,36362,2010-02-05T11:20:00Z,2010-02-05T15:47:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-2C R/B,2008-041C,33322,2010-01-22T21:26:00Z,2010-01-22T21:33:00Z,1.0,China,R/B,,,,,,
N/A,SZ-7 Module,2008-047H,33394,2010-01-04T03:29:00Z,2010-01-04T09:05:00Z,2.0,China,Payload,,,,,,
N/A,SL-4 R/B,2009-074B,36130,2009-12-24T03:37:00Z,2009-12-24T05:12:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2009-070G,36117,2009-12-15T06:57:00Z,2009-12-15T14:11:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2009-043B,35753,2009-11-26T08:46:00Z,2009-11-26T13:23:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2009-060B,36087,2009-11-14T00:30:00Z,2009-11-14T03:21:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1984-079D,15156,2009-11-06T19:20:00Z,2009-11-06T22:27:00Z,1.0,Russia,R/B,,,,,,
N/A,BX-1,2008-047G,33392,2009-10-29T21:12:00Z,2009-10-30T03:00:00Z,2.0,China,Payload,,,,,,
N/A,Atlas 2AS Centaur R/B,1998-037B,25372,2009-10-28T15:03:00Z,2009-10-29T03:00:00Z,3.0,USA,R/B,,,,,,
N/A,CUTE 1.7,2006-005C,28941,2009-10-24T16:26:00Z,2009-10-24T19:22:00Z,1.0,Japan,Payload,,,,,,
N/A,M-5 R/B,2006-041B,29480,2009-10-19T20:06:00Z,2009-10-19T23:03:00Z,1.0,Japan,R/B,,,,,,
N/A,SL-4 R/B,2009-056B,35949,2009-10-17T07:22:00Z,2009-10-17T10:22:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-053B,35941,2009-10-04T05:13:00Z,2009-10-04T08:12:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-049H,35872,2009-09-20T10:22:00Z,2009-09-20T11:21:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-043C,32251,2009-09-17T19:40:00Z,2009-09-18T08:37:00Z,4.0,USA,R/B,,,,,,
N/A,H-2B R/B,2009-048B,35818,2009-09-14T03:06:00Z,2009-09-14T04:34:00Z,1.0,Japan,R/B,,,,,,
N/A,CZ-3 R/B,1996-039B,23944,2009-09-12T12:18:00Z,2009-09-12T16:27:00Z,1.0,China,R/B,,,,,,
N/A,SL-6 R/B,1990-084D,20816,2009-08-20T10:31:00Z,2009-08-20T11:22:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2007-018B,31396,2009-08-15T22:02:00Z,2009-08-16T06:25:00Z,3.0,China,R/B,,,,,,
N/A,SL-12 R/B,2009-010F,34269,2009-08-10T20:43:00Z,2009-08-11T12:43:00Z,4.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2002-060F,27622,2009-08-10T12:26:00Z,2009-08-10T20:44:00Z,3.0,Russia,R/B,,,,,,
N/A,ISS Debris (Tool Bag),1998-067BL,33442,2009-08-03T13:09:00Z,2009-08-03T16:05:00Z,1.0,ISS,Debris,,,,,,
N/A,SL-4 R/B,2009-040B,35642,2009-07-28T00:01:00Z,2009-07-28T04:28:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-14 R/B,2004-052B,28506,2009-07-14T08:05:00Z,2009-07-14T07:58:00Z,1.0,Russia,R/B,,,,,,
N/A,Molniya 3-39,1990-084A,20813,2009-07-08T21:42:00Z,2009-07-08T23:33:00Z,1.0,Russia,Payload,,,,,,
N/A,SAFIR 2 R/B,2009-004B,33507,2009-05-31T07:45:00Z,2009-05-31T10:45:00Z,1.0,Iran,R/B,,,,,,
N/A,SL-4 R/B,2009-030B,35011,2009-05-31T00:09:00Z,2009-05-31T00:57:00Z,1.0,Russia,R/B,,,,,,
2009-05-10T20:12:00Z,SL-4 R/B,2009-024B,34906,2009-05-10T12:35:00Z,2009-05-10T20:00:00Z,2.0,Russia,R/B,"Saratov, Russia",,,,,
N/A,SL-12 R/B,2002-060E,27621,2009-05-09T10:17:00Z,2009-05-09T11:56:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-3 R/B,1979-032B,11332,2009-05-08T23:48:00Z,2009-05-09T00:26:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-022B,34872,2009-05-04T13:40:00Z,2009-05-04T19:25:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-19 R/B,2009-013B,34603,2009-05-01T02:38:00Z,2009-05-01T04:07:00Z,1.0,Russia,R/B,,,,,,
N/A,Omid,2009-004A,33506,2009-04-24T20:40:00Z,2009-04-25T05:18:00Z,3.0,Iran,Payload,,,,,,
N/A,Delta 2 R/B,2009-005B,33592,2009-04-21T16:51:00Z,2009-04-21T19:50:00Z,1.0,USA,R/B,,,,,,
N/A,N-1 R/B,1980-018C,11718,2009-04-06T17:14:00Z,2009-04-06T21:11:00Z,1.0,Japan,R/B,,,,,,
N/A,SL-6 R/B,2008-062C,33449,2009-04-06T19:18:00Z,2009-04-06T19:58:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-015B,34670,2009-03-30T02:22:00Z,2009-03-30T03:52:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2009-010D,34267,2009-03-03T16:54:00Z,2009-03-03T15:28:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 Debris,2009-010C,34266,2009-02-28T21:36:00Z,2009-03-01T02:04:00Z,2.0,Russia,Debris,,,,,,
N/A,SL-4 R/B,2009-006B,33594,2009-02-13T15:55:00Z,2009-02-13T21:46:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1993-022D,22597,2009-02-10T23:27:00Z,2009-02-11T01:08:00Z,1.0,Russia,R/B,,,,,,
N/A,Molniya 3-46,1994-051A,23211,2009-02-10T11:11:00Z,2009-02-10T20:24:00Z,3.0,Russia,Payload,,,,,,
N/A,Delta 3 R/B,2000-048B,26475,2009-02-03T17:59:00Z,2009-02-04T01:13:00Z,2.0,USA,R/B,,,,,,
N/A,Atlas 5 Centaur R/B,2008-016B,32764,2009-02-02T20:06:00Z,2009-02-03T05:26:00Z,3.0,USA,R/B,,,,,,
2008-01-27T19:05:00Z,SL-6 Debris,2008-062B,33448,2009-01-27T15:19:00Z,2009-01-27T19:50:00Z,2.0,Russia,Debris,,,,,,
2008-01-18T09:05:00Z,SL-6 R/B,1982-045D,13215,2009-01-18T05:13:00Z,2009-01-18T09:07:00Z,1.0,Russia,R/B,,,,,,
2008-12-26T00:00:00Z,SL-12 R/B,2008-067D,33469,2008-12-26T15:48:00Z,2008-12-26T18:42:00Z,1.0,Russia,R/B,,,,Canada,,
N/A,SL-12 Debris,2008-067E,33470,2008-12-25T19:23:00Z,2008-12-25T22:21:00Z,1.0,Russia,Debris,,,,,,
N/A,Delta 2 R/B,2008-054B,33413,2008-12-21T15:12:00Z,2008-12-21T19:32:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2008-037B,33273,2008-12-14T13:05:00Z,2008-12-14T15:50:00Z,1.0,Russia,R/B,,,,,,
2008-11-21T17:02:00Z,SL-4 R/B,2008-058B,33440,2008-11-21T16:12:00Z,2008-11-21T17:32:00Z,1.0,Russia,R/B,Australia,,,,,
N/A,Pegasus R/B,2008-051B,33402,2008-11-15T09:08:00Z,2008-11-15T22:29:00Z,4.0,USA,R/B,,,,,,
N/A,Molniya 3-43,1992-085A,22255,2008-11-08T00:05:00Z,2008-11-08T03:53:00Z,1.0,Russia,Payload,,,,,,
N/A,ISS Debris (EAS),1998-067BA,31928,2008-11-03T03:41:00Z,2008-11-03T04:23:00Z,1.0,ISS,Debris,,,,,,
N/A,Delta 2 R/B,2008-042B,33332,2008-10-21T15:41:00Z,2008-10-22T00:27:00Z,3.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1990-076D,20770,2008-10-19T10:38:00Z,2008-10-19T12:51:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2F R/B,2008-047B,33387,2008-10-16T17:56:00Z,2008-10-17T07:04:00Z,3.0,China,R/B,,,,,,
N/A,SL-4 R/B,2008-050B,33400,2008-10-16T02:06:00Z,2008-10-16T05:01:00Z,1.0,Russia,R/B,,,,,,
2008-11-26T14:47:00Z,SL-12 R/B,2008-046E,33382,2008-09-26T11:00:00Z,2008-09-26T15:23:00Z,2.0,Russia,R/B,Australia,,,,,
2008-11-25T20:54:00Z,SL-12 Debris,2008-046D,33381,2008-09-25T18:57:00Z,2008-09-25T20:28:00Z,1.0,Russia,Debris,,,,,,
N/A,CZ-3A R/B,2003-021B,27814,2008-09-24T17:05:00Z,2008-09-25T11:20:00Z,5.0,China,R/B,,,,,,
N/A,Cosmos 2001,1989-011A,19796,2008-09-22T07:39:00Z,2008-09-22T09:16:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2008-043B,33341,2008-09-14T01:29:00Z,2008-09-14T07:24:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2008-012C,32713,2008-09-07T16:51:00Z,2008-09-07T23:53:00Z,2.0,USA,R/B,,,,,,
N/A,SL-12 R/B,2001-053G,26993,2008-08-26T04:57:00Z,2008-08-26T11:04:00Z,2.0,Russia,R/B,,,,,,
N/A,Ariane 3 R/B,1988-081C,19485,2008-08-02T00:01:00Z,2008-08-02T03:29:00Z,1.0,France,R/B,,,,,,
N/A,SL-12 R/B,2001-053H,26994,2008-07-19T02:24:00Z,2008-07-19T03:01:00Z,1.0,Russia,R/B,,,,,,
N/A,H-2 R/B,2005-006B,28623,2008-07-18T19:09:00Z,2008-07-18T23:58:00Z,2.0,Japan,R/B,,,,,,
N/A,Shavit R/B,2007-025B,31602,2008-07-10T08:26:00Z,2008-07-10T13:28:00Z,2.0,ISRA,R/B,,,,,,
N/A,SL-12 R/B,2004-053H,28515,2008-07-07T21:13:00Z,2008-07-08T00:42:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2008-033C,33110,2008-07-01T07:54:00Z,2008-07-01T10:44:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2008-029B,33054,2008-06-28T17:31:00Z,2008-06-28T23:37:00Z,2.0,USA,R/B,,,,,,
N/A,EROS A1,2000-079A,26631,2008-06-27T17:27:00Z,2008-06-28T05:07:00Z,3.0,ISRA,Payload,,,,,,
N/A,SL-12 Debris,2008-033B,33109,2008-06-27T17:27:00Z,2008-06-28T05:07:00Z,3.0,Russia,Debris,,,,,,
N/A,SL-12 R/B,2004-053G,28514,2008-06-26T00:51:00Z,2008-06-26T02:56:00Z,1.0,Russia,R/B,,,,,,
N/A,HITSat,2006-041F,29484,2008-06-18T06:37:00Z,2008-06-18T08:48:00Z,1.0,Japan,Payload,,,,,,
N/A,ANDE FCAL Sphere 2,2006-055J,29667,2008-05-25T08:10:00Z,2008-05-25T11:06:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2008-023B,32848,2008-05-18T05:00:00Z,2008-05-18T08:00:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2007-021B,31578,2008-04-30T19:42:00Z,2008-05-01T13:12:00Z,4.0,China,R/B,,,,,,
N/A,SL-12 R/B,2004-043J,28487,2008-04-30T14:15:00Z,2008-04-30T15:28:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-047C,32262,2008-04-30T11:13:00Z,2008-04-30T11:38:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2008-015B,32757,2008-04-11T03:45:00Z,2008-04-11T09:32:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-062C,32386,2008-04-08T09:48:00Z,2008-04-08T13:55:00Z,1.0,USA,R/B,,,,,,
N/A,SZ-6 Module,2005-040E,28883,2008-04-01T13:07:00Z,2008-04-01T15:13:00Z,1.0,China,Payload,,,,,,
2008-03-21T00:00:00Z,Atlas 5 Centaur R/B,2007-046B,32259,2008-03-21T00:00:00Z,2008-03-21T12:00:00Z,12.0,USA,R/B,,,,Brazil,,
N/A,SL-6 R/B,1992-050D,22071,2008-03-13T06:15:00Z,2008-03-13T08:02:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,2007-049C,32270,2008-02-25T08:13:00Z,2008-02-25T16:08:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1994-051D,23214,2008-02-17T23:30:00Z,2008-02-18T09:59:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1996-060D,24643,2008-02-17T20:37:00Z,2008-02-17T21:14:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-059B,32377,2008-02-13T13:35:00Z,2008-02-13T22:14:00Z,2.0,USA,R/B,,,,,,
N/A,ISS Debris (VSSA),1998-067AZ,31927,2008-02-13T00:25:00Z,2008-02-13T03:16:00Z,1.0,ISS,Debris,,,,,,
N/A,SL-4 R/B,2008-004B,32485,2008-02-07T06:07:00Z,2008-02-07T06:54:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2007-051B,32274,2008-01-28T19:10:00Z,2008-01-29T02:58:00Z,2.0,China,R/B,,,,,,
N/A,Cosmos 2105,1990-099A,20941,2008-01-16T17:37:00Z,2008-01-16T18:36:00Z,1.0,Russia,Payload,,,,,,
N/A,Ariane 42P+3 R/B,1995-029B,23599,2008-01-13T07:10:00Z,2008-01-13T09:37:00Z,1.0,France,R/B,,,,,,
N/A,SL-12 R/B,2000-063G,26573,2007-12-30T07:25:00Z,2007-12-30T09:23:00Z,1.0,Russia,R/B,,,,,,
N/A,ANDE MAA Sphere 1,2006-055F,29664,2007-12-25T03:59:00Z,2007-12-25T06:54:00Z,1.0,USA,Payload,,,,,,
N/A,SL-26 R/B,2007-061B,32383,2007-12-16T06:15:00Z,2007-12-16T12:07:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-6 PLAT,2007-049B,32269,2007-12-06T11:23:00Z,2007-12-06T13:45:00Z,1.0,Russia,Debris,,,,,,
N/A,GSLV R/B,2004-036B,28418,2007-11-24T08:20:00Z,2007-11-24T19:32:00Z,3.0,India,R/B,,,,,,
N/A,SL-6 R/B,1992-085D,22258,2007-11-23T12:49:00Z,2007-11-23T15:11:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2006-047C,29512,2007-10-31T19:46:00Z,2007-11-01T01:47:00Z,2.0,USA,R/B,,,,,,
N/A,Delta 2 R/B,2007-041B,32061,2007-10-27T21:55:00Z,2007-10-28T03:06:00Z,2.0,USA,R/B,,,,,,
N/A,Atlas 2 Centaur R/B,1998-016B,25259,2007-10-23T14:56:00Z,2007-10-23T21:37:00Z,2.0,USA,R/B,,,,,,
N/A,SL-26 R/B,2007-048E,32267,2007-10-23T11:46:00Z,2007-10-23T18:29:00Z,2.0,Russia,R/B,,,,,,
N/A,Molniya 3-48,1996-060A,24640,2007-10-18T03:12:00Z,2007-10-18T03:51:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-3A R/B,2000-082B,26644,2007-10-16T22:09:00Z,2007-10-17T00:34:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2007-040B,32059,2007-10-14T16:56:00Z,2007-10-14T21:20:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2007-045B,32257,2007-10-14T05:59:00Z,2007-10-14T11:24:00Z,2.0,Russia,R/B,,,,,,
N/A,Minotaur R/B,2007-014B,31141,2007-09-26T11:39:00Z,2007-09-26T19:02:00Z,2.0,USA,R/B,,,,,,
N/A,PegasusR/B,1999-011B,25647,2007-09-06T12:08:00Z,2007-09-06T12:56:00Z,1.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1990-071D,20745,2007-08-19T12:09:00Z,2007-08-19T16:07:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-023B,31599,2007-08-16T08:11:00Z,2007-08-16T09:35:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2007-033B,32002,2007-08-06T09:38:00Z,2007-08-06T19:56:00Z,3.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-004F,30585,2007-07-16T07:36:00Z,2007-07-16T18:05:00Z,3.0,USA,R/B,,,,,,
N/A,SL-12 R/B,2000-063H,26574,2007-07-12T00:41:00Z,2007-07-12T02:16:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1990-099D,20944,2007-07-08T21:46:00Z,2007-07-08T23:50:00Z,1.0,Russia,R/B,,,,,,
N/A,Molniya 1-78,1990-071A,20742,2007-07-06T22:12:00Z,2007-07-07T00:36:00Z,1.0,Russia,Payload,,,,,,
N/A,Molniya 1-83,1992-011A,21897,2007-07-01T13:00:00Z,2007-07-02T00:48:00Z,3.0,Russia,Payload,,,,,,
N/A,USERS (Service Module),2002-042A,27515,2007-06-14T06:48:00Z,2007-06-15T19:56:00Z,9.0,Japan,Payload,,,,,,
N/A,SL-4 R/B,2007-022B,31596,2007-06-13T01:22:00Z,2007-06-13T08:36:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2007-020E,31575,2007-06-03T12:12:00Z,2007-06-03T16:39:00Z,2.0,Russia,R/B,,,,,,
N/A,Molniya 3-34,1988-112A,19713,2007-05-27T06:38:00Z,2007-05-27T06:59:00Z,1.0,Russia,Payload,,,,,,
2007-05-15T00:00:00Z,SL-4 R/B,2007-017B,31394,2007-05-14T22:52:00Z,2007-05-15T06:16:00Z,2.0,Russia,R/B,Brazil,,,,,
N/A,SL-4 R/B,2007-008B,31101,2007-04-11T09:37:00Z,2007-04-11T12:38:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2004-009C,28192,2007-03-19T12:22:00Z,2007-03-19T23:16:00Z,3.0,USA,R/B,,,,,,
N/A,Cosmos 1025,1978-067A,10973,2007-03-10T10:35:00Z,2007-03-10T13:04:00Z,1.0,Russia,Payload,,,,,,
N/A,MEPSI,2006-055B,29660,2007-03-08T18:28:00Z,2007-03-08T19:59:00Z,1.0,USA,Payload,,,,,,
N/A,ANDE Debris (Cylinder 2),2006-055G,29665,2007-02-09T11:21:00Z,2007-02-09T14:24:00Z,1.0,USA,Debris,,,,,,
N/A,SL-12 R/B,1991-010D,21114,2007-01-30T17:01:00Z,2007-01-31T06:06:00Z,4.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2007-002B,29715,2007-01-20T17:13:00Z,2007-01-20T23:01:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,1993-054C,22781,2007-01-18T01:57:00Z,2007-01-18T05:48:00Z,1.0,USA,R/B,,,,,,
N/A,SL-14 R/B,1990-104B,20967,2007-01-08T04:26:00Z,2007-01-08T05:33:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-4B R/B,2002-049B,27551,2007-01-05T21:41:00Z,2007-01-06T01:59:00Z,2.0,China,R/B,,,,,,
2007-01-04T13:15:00Z,SL-4 R/B,2006-063B,29679,2007-01-04T11:13:00Z,2007-01-04T13:23:00Z,1.0,Russia,R/B,United States,,,,,
2007-01-01T01:45:00Z,CZ-3A R/B,1994-010C,22997,2006-12-31T23:37:00Z,2007-01-01T01:44:00Z,1.0,China,R/B,Brazil,,,,,
N/A,SL-6 R/B,1986-065D,16925,2006-12-27T14:52:00Z,2006-12-27T17:08:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2006-062E,29674,2006-12-26T07:50:00Z,2006-12-26T10:46:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,1997-021B,24799,2006-12-24T15:11:00Z,2006-12-24T22:21:00Z,2.0,China,R/B,,,,,,
N/A,Delta 2 R/B,2006-042C,29488,2006-12-23T08:45:00Z,2006-12-23T15:07:00Z,2.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1992-003D,21850,2006-12-13T01:03:00Z,2006-12-13T03:14:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2006-038B,29399,2006-11-08T17:42:00Z,2006-11-08T21:31:00Z,1.0,China,R/B,,,,,,
N/A,SJ-8,2006-035A,29385,2006-11-01T19:35:00Z,2006-11-01T22:36:00Z,1.0,China,Payload,,,,,,
N/A,SL-4 R/B,2006-045B,29504,2006-10-27T08:45:00Z,2006-10-27T10:17:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 1 R/B,1978-071C,10983,2006-10-19T07:51:00Z,2006-10-19T15:41:00Z,2.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1988-112D,19716,2006-10-10T14:42:00Z,2006-10-10T19:42:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-2D R/B,2006-035B,29386,2006-10-02T21:09:00Z,2006-10-03T07:28:00Z,3.0,China,R/B,,,,,,
N/A,SL-6 R/B,2006-030C,29262,2006-09-30T22:04:00Z,2006-09-30T23:38:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1992-011D,21900,2006-09-26T20:00:00Z,2006-09-26T21:06:00Z,1.0,Russia,R/B,,,,,,
N/A,M-5 Debris,2006-041D,29482,2006-09-24T19:40:00Z,2006-09-26T05:17:00Z,8.0,Japan,Debris,,,,,,
N/A,SL-12 R/B,2005-010E,28633,2006-09-24T02:36:00Z,2006-09-24T03:33:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2006-040B,29401,2006-09-20T20:37:00Z,2006-09-21T01:03:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1990-052D,20649,2006-09-13T03:21:00Z,2006-09-13T10:08:00Z,2.0,Russia,R/B,,,,,,
N/A,SuitSat,2005-035C,28933,2006-09-07T13:30:00Z,2006-09-07T17:46:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-6 Debris,2006-030D,29263,2006-09-01T04:58:00Z,2006-09-01T08:05:00Z,1.0,Russia,Debris,,,,,,
N/A,Delta 2 R/B,2006-016C,29109,2006-07-06T12:06:00Z,2006-07-06T14:19:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2006-021B,29229,2006-06-28T13:42:00Z,2006-06-28T18:07:00Z,2.0,Russia,R/B,,,,,,
N/A,STP-R1 (USA 185),2005-037A,28871,2006-06-28T12:04:00Z,2006-06-28T14:12:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2006-025B,29246,2006-06-27T07:33:00Z,2006-06-27T10:33:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2006-022C,29232,2006-06-20T06:10:00Z,2006-06-20T07:37:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 Debris,2006-022B,29231,2006-06-18T14:43:00Z,2006-06-18T20:36:00Z,2.0,Russia,Debris,,,,,,
N/A,Cosmos 2405,2004-020A,28350,2006-06-16T05:13:00Z,2006-06-16T08:08:00Z,1.0,Russia,Payload,,,,,,
N/A,Ariane 5 R/B,2000-060F,26641,2006-05-12T04:31:00Z,2006-05-15T14:05:00Z,20.0,France,R/B,,,,,,
N/A,SL-4 R/B,2006-017B,29112,2006-05-07T10:18:00Z,2006-05-07T19:14:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,1992-088F,22274,2006-05-04T08:13:00Z,2006-05-04T09:58:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2006-013B,29058,2006-04-26T20:44:00Z,2006-04-26T22:18:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2000-031F,26500,2006-04-16T22:30:00Z,2006-04-17T01:20:00Z,1.0,Russia,R/B,,,,,,
2006-04-15T20:54:00Z,Sich-1M,2004-052A,28505,2006-04-15T17:48:00Z,2006-04-15T20:43:00Z,1.0,Russia,Payload,"Malaga, Spain",,,,,
N/A,SL-6 R/B,1993-002D,22312,2006-04-04T11:05:00Z,2006-04-04T16:13:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2006-009B,28997,2006-04-02T08:18:00Z,2006-04-02T11:18:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2002-037E,27474,2006-02-28T13:10:00Z,2006-02-28T13:19:00Z,1.0,Russia,R/B,,,,,,
N/A,Molniya 3-38,1990-052A,20646,2006-02-26T15:16:00Z,2006-02-27T03:08:00Z,3.0,Russia,Payload,,,,,,
N/A,Floating Potential Probe,2000-078B,28896,2006-02-25T00:16:00Z,2006-02-25T07:32:00Z,2.0,USA,Payload,,,,,,
N/A,IUS R/B,1989-084C,20299,2006-02-20T07:41:00Z,2006-02-20T09:09:00Z,1.0,USA,R/B,,,,,,
N/A,Molniya 1-70,1986-103A,17264,2006-02-01T17:10:00Z,2006-02-02T01:54:00Z,3.0,Russia,Payload,,,,,,
N/A,SL-12 R/B,2005-023F,28712,2006-01-30T15:05:00Z,2006-01-31T04:55:00Z,3.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2005-038B,28875,2006-01-30T02:32:00Z,2006-01-30T13:14:00Z,3.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2005-047B,28907,2005-12-24T09:37:00Z,2005-12-24T11:05:00Z,1.0,Russia,R/B,,,,,,
N/A,M-5 R/B,2005-025B,28774,2005-12-23T06:07:00Z,2005-12-23T22:07:00Z,4.0,Japan,R/B,,,,,,
N/A,M-3S2 R/B,1989-016C,19824,2005-12-16T18:52:00Z,2005-12-16T22:59:00Z,1.0,Japan,R/B,,,,,,
N/A,Coronas F,2001-032A,26873,2005-12-06T07:50:00Z,2005-12-06T19:34:00Z,3.0,Russia,Payload,,,,,,
N/A,SL-6 R/B,1986-103D,17267,2005-12-06T00:42:00Z,2005-12-06T02:57:00Z,1.0,Russia,R/B,,,,,,
N/A,Atlas Centaur R/B,1978-016C,12908,2005-12-04T21:55:00Z,2005-12-05T09:37:00Z,3.0,USA,R/B,,,,,,
N/A,Minotaur R/B,2005-037B,28872,2005-11-29T00:28:00Z,2005-11-29T01:59:00Z,1.0,USA,R/B,,,,,,
N/A,Molniya 1-85,1993-002A,22309,2005-11-15T11:25:00Z,2005-11-15T13:47:00Z,1.0,Russia,Payload,,,,,,
N/A,Cosmos 1658,1985-045A,15808,2005-11-12T10:58:00Z,2005-11-12T12:58:00Z,1.0,Russia,Payload,,,,,,
N/A,Cosmos 1966,1988-076A,19445,2005-11-10T03:41:00Z,2005-11-10T05:19:00Z,1.0,Russia,Payload,,,,,,
N/A,CZ-2F R/B,2005-040B,28880,2005-10-26T13:09:00Z,2005-10-26T16:07:00Z,1.0,China,R/B,,,,,,
N/A,Block DM-SL R/B,2005-022B,28703,2005-10-20T03:59:00Z,2005-10-20T22:19:00Z,5.0,Sea Launch,R/B,,,,,,
